Date;Open;High;Low;Close;Pivot;Resistance 1;Support 1;Resistance 2;Support 2;Resistance 3;Support 3;CPR Pivot;CPR BC;CPR TC
Fri Sep 27 2024 14:21:00 GMT+0530 (India Standard Time);39.35;39.55;37.4;37.85;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 14:22:00 GMT+0530 (India Standard Time);37.85;38.8;37.6;38.3;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 14:23:00 GMT+0530 (India Standard Time);38.3;38.9;38.05;38.8;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 14:24:00 GMT+0530 (India Standard Time);38.75;39.4;37.75;38.1;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 14:25:00 GMT+0530 (India Standard Time);38.2;38.45;36.55;36.75;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 14:26:00 GMT+0530 (India Standard Time);36.7;38;36.55;38;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 14:27:00 GMT+0530 (India Standard Time);38;38.5;37.45;38.15;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 14:28:00 GMT+0530 (India Standard Time);38.15;38.7;37.7;38.3;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 14:29:00 GMT+0530 (India Standard Time);38.4;39.3;38.15;38.15;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 14:30:00 GMT+0530 (India Standard Time);38.3;39.65;38.3;39.5;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 14:31:00 GMT+0530 (India Standard Time);39.5;41.35;39.3;40.75;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 14:32:00 GMT+0530 (India Standard Time);40.85;41.65;40.3;40.5;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 14:33:00 GMT+0530 (India Standard Time);40.5;40.7;39.5;39.55;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 14:34:00 GMT+0530 (India Standard Time);39.55;40.45;39.2;39.25;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 14:35:00 GMT+0530 (India Standard Time);39.15;41.35;39.15;40.9;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 14:36:00 GMT+0530 (India Standard Time);40.9;41.65;39.3;39.9;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 14:37:00 GMT+0530 (India Standard Time);39.9;40.35;38.1;38.55;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 14:38:00 GMT+0530 (India Standard Time);38.65;39.75;38.55;38.8;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 14:39:00 GMT+0530 (India Standard Time);38.6;38.9;38.2;38.55;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 14:40:00 GMT+0530 (India Standard Time);38.45;38.65;37.45;37.6;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 14:41:00 GMT+0530 (India Standard Time);37.7;38.2;37.1;37.55;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 14:42:00 GMT+0530 (India Standard Time);37.65;38.7;37.3;38.05;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 14:43:00 GMT+0530 (India Standard Time);38.1;38.3;37.15;37.7;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 14:44:00 GMT+0530 (India Standard Time);37.7;38.6;37.6;38.25;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 14:45:00 GMT+0530 (India Standard Time);38.4;39.5;38.35;39.3;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 14:46:00 GMT+0530 (India Standard Time);39.3;39.85;37.65;38.15;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 14:47:00 GMT+0530 (India Standard Time);38.1;39.3;37.7;39.3;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 14:48:00 GMT+0530 (India Standard Time);39.4;39.95;39.05;39.95;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 14:49:00 GMT+0530 (India Standard Time);39.85;40;38.85;38.95;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 14:50:00 GMT+0530 (India Standard Time);39.05;40.45;39.05;40.35;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 14:51:00 GMT+0530 (India Standard Time);40.35;40.85;39.2;39.25;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 14:52:00 GMT+0530 (India Standard Time);39.25;40;38.85;39.4;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 14:53:00 GMT+0530 (India Standard Time);39.4;39.95;38.55;39;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 14:54:00 GMT+0530 (India Standard Time);39;39.4;38;38.3;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 14:55:00 GMT+0530 (India Standard Time);38.45;38.9;37.35;38;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 14:56:00 GMT+0530 (India Standard Time);37.8;38.35;36.05;36.15;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 14:57:00 GMT+0530 (India Standard Time);36.3;37.9;36.25;37.8;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 14:58:00 GMT+0530 (India Standard Time);37.8;37.9;36.6;36.6;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 14:59:00 GMT+0530 (India Standard Time);36.65;37.3;36.15;36.5;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 15:00:00 GMT+0530 (India Standard Time);36.7;36.7;31.9;32.1;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 15:01:00 GMT+0530 (India Standard Time);31.55;35.15;30.8;34.8;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 15:02:00 GMT+0530 (India Standard Time);34.9;37.65;33.3;37.6;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 15:03:00 GMT+0530 (India Standard Time);37.65;38.95;35.3;35.45;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 15:04:00 GMT+0530 (India Standard Time);35.4;36.8;33.75;36.5;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 15:05:00 GMT+0530 (India Standard Time);36.4;36.65;34.85;36.3;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 15:06:00 GMT+0530 (India Standard Time);36;36.4;35.15;35.75;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 15:07:00 GMT+0530 (India Standard Time);35.7;35.7;33.4;33.5;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 15:08:00 GMT+0530 (India Standard Time);33.5;34.85;32.85;34.35;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 15:09:00 GMT+0530 (India Standard Time);34.25;34.8;32.85;33.2;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 15:10:00 GMT+0530 (India Standard Time);33.15;33.95;31.45;31.9;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 15:11:00 GMT+0530 (India Standard Time);31.8;32.2;30.35;32.15;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 15:12:00 GMT+0530 (India Standard Time);32.05;32.4;31.3;31.65;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 15:13:00 GMT+0530 (India Standard Time);31.75;33.7;31.65;33.45;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 15:14:00 GMT+0530 (India Standard Time);33.5;35.1;33.35;34.35;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 15:15:00 GMT+0530 (India Standard Time);34.5;36.05;33.75;34.55;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 15:16:00 GMT+0530 (India Standard Time);34.85;35.15;33.6;34.25;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 15:17:00 GMT+0530 (India Standard Time);34.25;34.4;33.65;34.1;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 15:18:00 GMT+0530 (India Standard Time);34.1;35;33.8;34.65;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 15:19:00 GMT+0530 (India Standard Time);34.45;35;33.7;34.4;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 15:20:00 GMT+0530 (India Standard Time);34.2;34.55;32.35;32.7;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 15:21:00 GMT+0530 (India Standard Time);32.7;33.5;32.15;32.45;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 15:22:00 GMT+0530 (India Standard Time);32.55;32.9;31.8;32.25;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 15:23:00 GMT+0530 (India Standard Time);32.25;32.65;31.4;31.4;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 15:24:00 GMT+0530 (India Standard Time);31.45;32.3;31.2;31.6;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 15:25:00 GMT+0530 (India Standard Time);31.6;31.95;29.7;29.7;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 15:26:00 GMT+0530 (India Standard Time);29.55;30.95;29;30.75;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 15:27:00 GMT+0530 (India Standard Time);30.7;32;30.7;31.45;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 15:28:00 GMT+0530 (India Standard Time);31.45;31.75;30.35;31.15;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 15:29:00 GMT+0530 (India Standard Time);31.2;31.45;30;30;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
